"","Date Occurred","Area ID","Crime Code"
"1","04/20/2010",10,510
"2","06/15/2010",10,886
"3","01/09/2010",10,510
"4","04/08/2010",10,510
"5","05/21/2010",10,510
"6","08/09/2010",10,510
"7","10/10/2010",10,510
"8","01/02/2010",10,510
"9","03/18/2010",10,946
"10","03/14/2010",10,510
"11","01/09/2010",10,761
"12","05/30/2010",10,510
"13","09/10/2010",10,510
"14","10/17/2010",10,943
"15","11/08/2010",10,510
"16","12/24/2010",10,510
"17","02/04/2010",10,510
"18","01/30/2010",10,900
"19","02/26/2010",10,510
"20","03/06/2010",10,510
"21","06/01/2010",10,210
"22","06/29/2010",10,510
"23","08/21/2010",10,510
"24","09/15/2010",10,510
"25","09/19/2010",10,762
"26","10/12/2010",10,350
"27","10/21/2010",10,946
"28","10/24/2010",10,510
"29","11/03/2010",10,762
"30","12/11/2010",10,510
"31","12/13/2010",10,210
"32","12/28/2010",10,310
"33","12/29/2010",10,510
"34","01/15/2010",10,510
"35","01/26/2010",10,510
"36","02/23/2010",10,510
"37","02/25/2010",10,648
"38","03/24/2010",10,510
"39","10/15/2010",10,510
"40","08/21/2010",10,946
"41","01/11/2010",10,510
"42","01/26/2010",10,510
"43","02/01/2010",10,352
"44","02/17/2010",10,946
"45","03/28/2010",10,510
"46","09/11/2010",10,510
"47","10/03/2010",10,510
"48","10/06/2010",10,420
"49","11/02/2010",10,510
"50","12/09/2010",10,210
"51","07/02/2013",10,761
"52","06/27/2013",10,354
"53","07/03/2013",10,901
"54","04/08/2010",10,510
"55","07/03/2013",10,330
"56","07/03/2013",10,310
"57","03/03/2010",10,510
"58","12/11/2010",10,510
"59","07/22/2010",10,330
"60","06/16/2010",10,510
"61","07/10/2010",10,330
"62","07/22/2010",10,510
"63","10/06/2010",10,510
"64","01/01/2010",10,510
"65","03/30/2010",10,510
"66","08/22/2010",10,330
"67","06/14/2010",10,510
"68","04/19/2010",10,330
"69","10/03/2010",10,510
"70","11/13/2010",10,310
"71","05/14/2010",10,900
"72","03/02/2010",10,510
"73","08/30/2010",10,510
"74","12/16/2010",10,510
"75","12/16/2010",10,510
"76","08/03/2010",10,330
"77","08/08/2010",10,330
"78","02/01/2013",10,510
"79","01/24/2013",10,510
"80","05/17/2013",10,440
"81","01/01/2013",10,648
"82","01/01/2013",10,230
"83","01/01/2013",10,121
"84","01/03/2013",10,420
"85","01/04/2013",10,210
"86","01/06/2013",10,888
"87","01/11/2013",10,320
"88","01/11/2013",10,210
"89","01/12/2013",10,930
"90","01/13/2013",10,330
"91","01/13/2013",10,740
"92","01/15/2013",10,626
"93","01/17/2013",10,740
"94","01/18/2013",10,745
"95","01/18/2013",10,626
"96","01/18/2013",10,626
"97","01/19/2013",10,320
"98","01/18/2013",10,740
"99","01/21/2013",10,320
"100","01/25/2013",10,310
"101","01/25/2013",10,310
"102","01/20/2013",10,745
"103","01/28/2013",10,310
"104","01/28/2013",10,310
"105","02/02/2013",10,442
"106","02/02/2013",10,930
"107","02/10/2013",10,310
"108","02/10/2013",10,740
"109","02/14/2013",10,626
"110","02/15/2013",10,310
"111","02/16/2013",10,330
"112","02/16/2013",10,626
"113","02/16/2013",10,740
"114","02/17/2013",10,110
"115","02/19/2013",10,626
"116","02/22/2013",10,350
"117","02/23/2013",10,237
"118","02/23/2013",10,230
"119","02/25/2013",10,310
"120","02/26/2013",10,626
"121","02/27/2013",10,626
"122","03/01/2013",10,745
"123","03/02/2013",10,310
"124","03/01/2013",10,745
"125","03/02/2013",10,753
"126","03/03/2013",10,740
"127","03/04/2013",10,946
"128","03/07/2013",10,626
"129","03/08/2013",10,320
"130","03/09/2013",10,624
"131","03/09/2013",10,626
"132","03/10/2013",10,626
"133","03/11/2013",10,230
"134","03/16/2013",10,441
"135","03/16/2013",10,745
"136","03/16/2013",10,626
"137","03/20/2013",10,626
"138","03/21/2013",10,320
"139","03/21/2013",10,320
"140","03/21/2013",10,626
"141","03/23/2013",10,626
"142","05/18/2013",10,745
"143","03/24/2013",10,740
"144","03/20/2013",10,653
"145","03/29/2013",10,930
"146","04/03/2013",10,626
"147","04/03/2013",10,121
"148","04/04/2013",10,626
"149","04/04/2013",10,740
"150","04/05/2013",10,753
"151","04/05/2013",10,251
"152","04/05/2013",10,251
"153","04/05/2013",10,230
"154","04/06/2013",10,626
"155","04/06/2013",10,626
"156","04/07/2013",10,210
"157","04/07/2013",10,230
"158","04/09/2013",10,442
"159","08/23/2013",10,310
"160","04/10/2013",10,624
"161","04/13/2013",10,310
"162","03/07/2013",10,310
"163","04/13/2013",10,624
"164","04/02/2013",10,740
"165","04/17/2013",10,210
"166","04/18/2013",10,310
"167","04/18/2013",10,442
"168","04/20/2013",10,624
"169","04/20/2013",10,310
"170","04/20/2013",10,230
"171","04/21/2013",10,740
"172","04/21/2013",10,310
"173","04/21/2013",10,624
"174","04/26/2013",10,740
"175","04/26/2013",10,626
"176","04/27/2013",10,626
"177","04/27/2013",10,888
"178","04/28/2013",10,230
"179","04/15/2013",10,624
"180","05/01/2013",10,740
"181","05/01/2013",10,740
"182","05/03/2013",10,210
"183","05/06/2013",10,624
"184","05/07/2013",10,230
"185","05/11/2013",10,930
"186","05/10/2013",10,121
"187","05/09/2013",10,745
"188","05/11/2013",10,740
"189","05/12/2013",10,210
"190","05/13/2013",10,442
"191","05/15/2013",10,626
"192","05/16/2013",10,440
"193","05/16/2013",10,330
"194","05/16/2013",10,440
"195","05/16/2013",10,901
"196","05/17/2013",10,310
