"","Date Occurred","Area ID","Crime Code"
"1","01/15/2013",9,668
"2","12/07/2013",9,510
"3","12/11/2013",9,510
"4","02/08/2010",9,510
"5","05/21/2010",9,510
"6","09/10/2010",9,510
"7","07/16/2013",9,510
"8","01/02/2013",9,930
"9","01/05/2013",9,626
"10","01/05/2013",9,310
"11","01/06/2013",9,310
"12","01/08/2013",9,420
"13","01/09/2013",9,668
"14","01/09/2013",9,668
"15","01/11/2013",9,442
"16","01/11/2013",9,310
"17","01/11/2013",9,230
"18","01/13/2013",9,310
"19","01/13/2013",9,626
"20","01/13/2013",9,230
"21","01/12/2013",9,627
"22","01/11/2013",9,210
"23","01/17/2013",9,761
"24","01/18/2013",9,930
"25","01/16/2013",9,740
"26","01/18/2013",9,440
"27","01/18/2013",9,924
"28","01/18/2013",9,230
"29","01/18/2013",9,626
"30","01/19/2013",9,946
"31","01/19/2013",9,626
"32","01/19/2013",9,330
"33","01/20/2013",9,745
"34","01/19/2013",9,624
"35","01/23/2013",9,230
"36","01/24/2013",9,310
"37","01/09/2013",9,442
"38","01/21/2013",9,442
"39","01/25/2013",9,330
"40","01/24/2013",9,330
"41","01/25/2013",9,626
"42","01/28/2013",9,330
"43","01/30/2013",9,624
"44","02/01/2013",9,520
"45","02/03/2013",9,341
"46","02/05/2013",9,121
"47","02/05/2013",9,440
"48","02/07/2013",9,121
"49","03/01/2013",9,230
"50","02/09/2013",9,624
"51","02/08/2013",9,442
"52","02/03/2013",9,440
"53","02/14/2013",9,210
"54","02/14/2013",9,310
"55","02/16/2013",9,320
"56","02/17/2013",9,753
"57","02/18/2013",9,624
"58","02/18/2013",9,330
"59","02/19/2013",9,930
"60","02/13/2013",9,230
"61","02/20/2013",9,740
"62","02/24/2013",9,740
"63","02/24/2013",9,440
"64","02/24/2013",9,310
"65","02/25/2013",9,434
"66","02/26/2013",9,627
"67","02/28/2013",9,210
"68","03/01/2013",9,442
"69","03/02/2013",9,624
"70","03/02/2013",9,624
"71","03/02/2013",9,442
"72","03/03/2013",9,310
"73","03/02/2013",9,626
"74","03/03/2013",9,230
"75","03/03/2013",9,626
"76","03/01/2013",9,813
"77","02/17/2013",9,810
"78","03/07/2013",9,310
"79","03/09/2013",9,626
"80","03/09/2013",9,888
"81","03/09/2013",9,251
"82","03/10/2013",9,761
"83","01/19/2013",9,480
"84","03/12/2013",9,624
"85","03/16/2013",9,626
"86","03/16/2013",9,626
"87","03/17/2013",9,626
"88","03/17/2013",9,236
"89","03/17/2013",9,310
"90","03/18/2013",9,230
"91","03/20/2013",9,624
"92","03/20/2013",9,210
"93","03/22/2013",9,310
"94","03/20/2013",9,627
"95","03/21/2013",9,626
"96","03/24/2013",9,624
"97","03/25/2013",9,900
"98","03/28/2013",9,210
"99","03/31/2013",9,626
"100","04/01/2013",9,237
"101","04/27/2013",9,230
"102","04/03/2013",9,626
"103","04/04/2013",9,341
"104","04/06/2013",9,740
"105","03/27/2013",9,740
"106","04/07/2013",9,310
"107","04/06/2013",9,740
"108","04/06/2013",9,330
"109","04/13/2013",9,110
"110","04/13/2013",9,745
"111","04/13/2013",9,343
"112","04/12/2013",9,624
"113","04/09/2013",9,661
"114","04/20/2013",9,740
"115","04/20/2013",9,649
"116","04/20/2013",9,740
"117","04/22/2013",9,745
"118","04/27/2013",9,740
"119","04/27/2013",9,320
"120","04/26/2013",9,330
"121","04/27/2013",9,626
"122","04/26/2013",9,420
"123","04/28/2013",9,330
"124","05/01/2013",9,320
"125","04/07/2013",9,121
"126","05/02/2013",9,740
"127","05/02/2013",9,624
"128","05/01/2013",9,627
"129","05/04/2013",9,626
"130","05/02/2013",9,341
"131","05/04/2013",9,745
"132","05/04/2013",9,122
"133","05/04/2013",9,626
"134","05/10/2013",9,745
"135","05/05/2013",9,624
"136","05/05/2013",9,626
"137","05/05/2013",9,649
"138","05/10/2013",9,740
"139","05/12/2013",9,520
"140","05/12/2013",9,230
"141","05/12/2013",9,230
"142","05/15/2013",9,624
"143","05/15/2013",9,624
"144","05/17/2013",9,626
"145","05/18/2013",9,624
"146","05/18/2013",9,230
"147","05/20/2013",9,888
"148","05/21/2013",9,310
"149","05/02/2013",9,626
"150","02/15/2013",9,810
"151","03/15/2013",9,860
"152","03/15/2013",9,860
"153","05/11/2013",9,330
"154","05/22/2013",9,627
"155","05/24/2013",9,310
"156","05/25/2013",9,121
"157","05/24/2013",9,740
"158","05/25/2013",9,310
"159","05/24/2013",9,330
"160","05/25/2013",9,626
"161","05/26/2013",9,210
"162","05/26/2013",9,440
"163","05/28/2013",9,649
"164","05/29/2013",9,624
"165","05/27/2013",9,860
"166","06/01/2013",9,626
"167","06/01/2013",9,110
"168","06/01/2013",9,310
"169","06/04/2013",9,626
"170","06/04/2013",9,121
"171","06/05/2013",9,310
"172","06/05/2013",9,310
"173","06/06/2013",9,627
"174","06/07/2013",9,627
"175","06/07/2013",9,330
"176","06/08/2013",9,626
"177","07/12/2013",9,745
"178","06/08/2013",9,220
"179","06/08/2013",9,649
"180","05/30/2013",9,331
"181","06/08/2013",9,624
"182","06/08/2013",9,626
"183","06/08/2013",9,310
"184","06/12/2013",9,626
"185","06/13/2013",9,626
"186","06/14/2013",9,210
"187","06/14/2013",9,626
"188","06/14/2013",9,626
"189","06/15/2013",9,310
"190","06/16/2013",9,310
"191","06/16/2013",9,230
"192","06/20/2013",9,350
"193","06/06/2013",9,627
